comparison,p_value,active_features,active_group
KIDINS220_vs_HSP90B1,1.42615699633165e-30,ABL2/AKR1A1/APBB1IP/C19orf70/CNN2/GLUL/HEXB/IDO1/NME4/NORAD/OGFRL1/PRKAR2A/SLC16A3/STARD4/TPRA1/ZC3H12A/ZYX,11/13/38
MAP2K1_vs_HSP90B1,1.25510313375199e-27,ARHGAP26/BCL3/BCL9L/CDC42SE1/CDK13/CITED2/DOT1L/EIF5/GRB2/IQGAP1/NEK6/NUCB1/PEBP1/PSD3/RASGEF1B/RGS10/TIPRL/VGLL4/YBX3,4/18
YEATS4_vs_HSP90B1,3.74061638336355e-10,ASS1/CD14/CD47/CELF1/CFD/FXR1/LGALS9/NFKB1/NMI/PRDX1/PTGER4/RAB1A/RTN4/SELENOW/STMP1/TNIP1,6
ATXN7L3_vs_HSP90B1,6.5431649031536e-23,ABRACL/ADGRE5/AMD1/AP3B1/ARHGAP26/ARID1B/ASS1/ATG12/ATP6AP2/ATP6V1F/CD14/CD276/CD47/CDC42EP3/CEBPB/CELF1/CYFIP1/DDA1/EBI3/EIF4G3/EIF5/EVL/FLNA/FXR1/GBP2/GNAI3/GRB2/ICOSLG/IFITM2/IKZF1/IL4I1/IRF1/IRF2BP2/JAK1/LASP1/LAT2/LGALS9/MIR4435-2HG/MTSS1/NCKAP1L/NECTIN2/NEU1/NMI/PAIP1/PJA2/PLCG2/PLEKHB2/PNP/PNRC2/PRDX1/PSD3/PSMA1/PTGER4/PTP4A2/PTPN1/PUM1/RAB1A/RAC2/RBM23/RBMS1/RELB/RNF181/RTN4/SELENOW/SLC2A6/STMP1/TIPRL/TM2D2/TNFRSF9/TNIP1/TRIP10/VKORC1,1/2/6/9/12/18/21
AHR_vs_HSP90B1,8.42655646543499e-26,AKR1A1/ARGLU1/ATF4/BIRC2/CCPG1/CD276/CEBPB/DECR1/DNAJC3/EBI3/EMP3/ETS1/GTF2I/HEXB/HNRNPH1/HSPA5/IKZF1/IL4I1/IRF2BP2/IRF8/JAK1/KDM6B/LAT2/LPGAT1/MORF4L2/NCKAP1L/NECTIN2/NME4/PEA15/PLXNB2/PNP/POU2F2/PPARD/PTTG1/RBM23/RPS6KA3/RUNX3/SLC43A3/SSBP3/STK17A/STK26/SYF2/TFRC/ZC3H12A,3/7/11/12/32
PRDM1_vs_HSP90B1,0.281058415663262,TYMS/YWHAH,""
TNFAIP3_vs_HSP90B1,4.7076428226064e-31,ANKRD11/ASS1/ATG12/C16orf72/CD47/CFLAR/CLIC4/COL6A1/CRTAP/DDA1/DDX24/EMC10/ENG/FAAP20/FXR1/GBP2/HDAC9/KCNQ4/KRT10/LGALS9/MIR4435-2HG/MYH9/NFKB1/PJA2/PLCG2/PNRC2/PRDX1/PRDX4/PTGER4/PUM1/QKI/RAC2/RBMS1/RCN1/RFLNB/RNF181/RTN4/SELENOF/SELENOW/STIP1/STMP1/TM2D2/TNFAIP2/WASF2/ZFAND3/ZFAND5/ZMPSTE24,1/6/14
JUNB_vs_HSP90B1,2.97588256580346e-17,ARHGAP26/CYTH2/EIF5/GRB2/IQGAP1/NUCB1/PSD3/RASGEF1B/TIPRL,18
TIRAP_vs_HSP90B1,7.72873663754353e-19,AKR1A1/GLUL/GTF2I/HES4/HEXB/IDO1/KLF5/MSRA/NME4/PPARD/RUNX3/SATB1/SLC16A3/SLC43A3/STARD4/SYF2/TALDO1/ZC3H12A,""
TRIB1_vs_HSP90B1,1.12664319288074e-25,AKR1A1/ANKRD11/ASS1/ATG12/CD47/CELF1/CLIC4/CPM/FXR1/GBP2/GLUL/GPSM3/HDAC9/HEXB/IL1A/KCNQ4/LGALS9/LYRM4/MANF/METRNL/MYH9/NME4/OSGIN2/PRDX4/PTPN1/PTPRC/RAC2/RFLNB/SELENOF/SELENOW/STIP1/STMP1/TYMP/ZC3H12A,6/11/14/15/20
PICALM_vs_HSP90B1,3.65707633208696e-13,AKIRIN1/CPM/LYRM4/STK10/TMEM123,20
EHMT2_vs_HSP90B1,1.40978251444661e-22,ATP6AP2/ATP6V1F/BRI3/CD164/CD55/CD82/CPQ/CYSTM1/DPP7/FKBP3/GNAI3/GSTP1/MAP1LC3B/MFSD10/NDUFB6/PLEKHB2/PTP4A2/RAB10/SLC2A6/SLC3A2/SNX2/TMEM165/TMEM256/USF2,2/39
STAT1_vs_HSP90B1,1.88233492278679e-17,AP2B1/AP3D1/CANX/CHMP5/CSNK1D/DTX3L/EHD1/EIF2AK2/FBXO32/GUK1/HELZ2/HM13/HSP90B1/IFI44/IFIT1/IFIT2/ISG20/KPNA4/LYST/MARK3/MX2/NCOA4/NFKBIE/OAS2/OAS3/OASL/OPTN/PARP9/PDIA4/PHACTR4/PLK3/PLSCR1/PTP4A3/RAB31/RILPL2/RNF213/SFT2D1/SP100/SP110/TMEM167A/TNPO1/TRAM1/TRIM25/TRIM38/UBE2L6/UHMK1/USP18/YWHAE,5/22/31
RELA_vs_HSP90B1,8.08817318573516e-32,ABL2/ANXA4/AP2B1/AP3D1/APBB1IP/ARF1/ATF4/BCL9L/BIRC2/CARD19/CDK13/CEBPB/CNN2/CREM/DAXX/DDAH2/EBI3/EMP3/GUK1/HES4/HSP90B1/HSPA5/IGF2R/IKZF1/IL4I1/IRF2BP2/ITGA5/ITGB5/JAK1/KDM6B/KIF5B/LAP3/LAT2/LRPAP1/LYST/MAML2/MARK3/MORF4L2/NCKAP1L/NCOA4/NECTIN2/NEK6/NMT1/NORAD/NRG1/OGFRL1/OPTN/PDIA4/PEA15/PEBP1/PHLDA2/PNP/PPARD/PPIF/PRKAR2A/PTPN12/RAB8B/RBM23/RGS10/RIPK2/RPS6KA3/RUNX3/SEC62/SIL1/STK17A/STK26/SUMO3/SYF2/TFRC/TMBIM4/TMEM167A/TNFSF10/TNPO1/TPRA1/ZBTB10/ZYX,3/4/5/7/12/13
TLR1_vs_HSP90B1,3.2634820441672e-29,ARHGAP26/CDC42SE1/EIF5/GRB2/IQGAP1/PSD3/TIPRL,18
CEBPG_vs_HSP90B1,0.540399157712859,"",""
IRAK1_vs_HSP90B1,7.45179224051191e-15,ANKRD11/ANXA4/BIRC2/CFLAR/CLIC4/DAXX/DNAJC3/EMP3/ENG/GLO1/HSPA5/ID3/IFI27L2/ITGA5/KCNQ4/MORF4L2/NRG1/PEA15/PRDX4/RB1CC1/RCN1/RFLNB/RIPK2/RPS6KA3/SELENOF/STK17A/STK26/TFRC/TNFAIP2/TNFSF10/WASF2/ZFAND5,7/14
MAP2K2_vs_HSP90B1,2.02201151667983e-24,AKIRIN1/ANKRD11/BRD2/CLIC4/CPM/CRTAP/ENG/GDF15/HDAC9/IER2/IL1A/KCNQ4/KRT10/LYRM4/MANF/METRNL/OSGIN2/PRDX4/QKI/RFLNB/SELENOF/SPN/TNFAIP6/TYMP/WASF2/ZFAND5,10/14/15/20
DNTTIP1_vs_HSP90B1,5.76253012783857e-15,BCLAF1/DDX46/DHFR/DNAJC21/DUT/HIST1H4C/HNRNPA0/HNRNPD/ILF3/KPNB1/MRPL57/PCLAF/PPM1G/RBBP4/RNASEH2C/SRRM1/SRSF10/SUPT16H/TYMS/YWHAH,33
IRAK4_vs_HSP90B1,5.32480778378759e-30,ABL2/ANKRD11/APBB1IP/ARGLU1/CCPG1/CKS1B/CLIC4/CNN2/DENND4A/DOCK8/GRB2/GTF2I/HBEGF/HDAC9/HNRNPH1/IL1A/IRF8/ITGB5/KLF5/LPGAT1/MANF/METRNL/NORAD/NUCB1/OSGIN2/PLXNB2/POU2F2/PPARD/PRDX4/PRKAR2A/PTTG1/RASGEF1B/RFLNB/RUNX3/SMC4/SSBP3/TNFAIP6/TPRA1/TYMP/ZFAND5/ZYX,3/13/14/15/18/32
TRAF6_vs_HSP90B1,3.66113118673771e-43,ABL2/ANKRD11/AP2B1/AP3D1/APBB1IP/ASS1/ATG12/ATP2A2/BCL9L/CANX/CARD19/CD40/CD47/CDK13/CELF2/CLIC4/CNIH4/CNN2/COL6A1/CORO1A/CSNK1D/DAB2/DNAJB14/EMC3/ENG/ERBIN/FKBP2/FXR1/GLS/GOLGB1/GUK1/HDAC9/HMGB3/HSP90B1/ITGAV/ITGB5/KCNN4/KCNQ4/KIF5B/KPNA4/LAP3/LGALS9/LRPAP1/LYST/MARK3/MYH9/NCOA4/NFKBIE/NMT1/NORAD/OGFRL1/OPTN/PDIA4/PDLIM5/PEBP1/PJA2/PLK3/PNRC2/PPP1CB/PRDX4/PRKAR2A/PSMA1/PTGER4/PTP4A3/PTPN12/PUM1/QKI/RAB1A/RAB21/RAB31/RCN1/RFLNB/RGS10/RILPL2/RUNX3/SEC62/SELENOF/SELENON/SELENOW/SFT2D1/SIL1/SLU7/SMOX/SRP19/STMP1/SUMO3/TMEM167A/TNPO1/TPRA1/UHMK1/WASF2/YBX3/YWHAE/YWHAG/ZFAND5/ZYX,1/3/4/5/6/8/13/14/17
IKBKB_vs_HSP90B1,2.5432421537833e-28,ANKH/ANKRD11/AP2B1/AP3D1/ARF1/ARGLU1/ATP2A2/AUP1/BCL3/BCL9L/CANX/CARD19/CD40/CDK13/CELF2/CKS1B/CLIC4/COL6A1/CORO1A/CREM/CRTAP/CSNK1D/DAB2/DUSP23/EHD1/ENG/ETS1/FAM89B/FNDC3B/GLRX3/GTF2I/GUK1/HDAC9/HES4/HSP90B1/IRF8/KCNN4/KCNQ4/KDM6B/KIF5B/KLF5/KPNA4/LIPA/LRPAP1/LYST/MAGOH/MAML2/MARK3/MED28/MFF/MRPS15/MYH9/NCK2/NCOA4/NEK6/NFKBIE/NMT1/OGT/OPTN/PBX3/PDIA4/PEBP1/PLK3/POU2F2/PPARD/PPP2CB/PRDX4/PSMD2/PTP4A3/PTPRJ/PTTG1/RAB31/RAB5IF/RAB8B/RFLNB/RFTN1/RGS10/RILPL2/RUNX3/SEC62/SEC63/SELENOF/SFT2D1/SH3GLB1/SIL1/SLU7/SMOX/SUMO3/SYF2/TLE4/TMEM167A/TMEM50A/TNPO1/TOP2A/TRAM1/TXNIP/UBE2D3/UHMK1/WASF2/YBX3/YWHAE/ZBTB10/ZEB2/ZFAND5,3/4/5/14/17/27/32/38
RNF31_vs_HSP90B1,4.07370147164658e-25,ANKRD11/ARHGAP26/CDC42SE1/CFLAR/CLIC4/DENND4A/EMC10/ENG/GRB2/HDAC9/KCNQ4/KRT10/MRFAP1/MYH9/NUCB1/PTBP1/QKI/RASGEF1B/RFLNB/TIPRL/TNFAIP2/WASF2/ZFAND5,14/18/35
MEF2C_vs_HSP90B1,6.57883502392055e-25,ABRACL/ASS1/ATG12/ATP6AP2/ATP6V1F/BCL9L/CD47/CFD/CNIH4/COPB1/CTSZ/EIF4A3/FXR1/GNAI3/GPI/HERC1/IER2/LASP1/LGALS9/MFSD10/MYO1E/NCSTN/PLCG2/PLEKHB2/PSMA1/PUM1/RAB21/SELENOW/SLC2A6/SLC3A2/SNX2/STMP1/TMEM165/TRIP10,2/4/6/8/9/10/16
SBDS_vs_HSP90B1,0.301490206219863,"",""
CSNK1A1_vs_HSP90B1,2.45510528175226e-31,ABL2/APBB1IP/ATG12/ATP1A1/ATP2A2/CD40/CD47/CELF2/CNN2/CORO1A/EIF4A3/FMNL3/FXR1/GBP2/GLS/GNAI3/HERC1/IER2/LAP3/LGALS9/NABP1/NORAD/OGFRL1/PDLIM7/PPP1CB/PRKAR2A/PSMA1/PTGER4/PTPN1/PTPN12/PUM1/RALA/RHEB/RTN4/SELENON/SELENOW/SLC2A6/SMOX/STMP1/TPRA1/TUBB2A/UGCG/ZYX,2/6/10/13/17
ARPC4_vs_HSP90B1,2.4328818856706e-15,AP3B1/FERMT3/FLNA/MYL9/PLEK/VKORC1,21
PPP2R1A_vs_HSP90B1,9.33922569181695e-26,ANKRD11/BASP1/CFLAR/CLIC4/CRTAP/EIF5A/ENG/HDAC9/KCNQ4/KRT10/MDH2/MYH9/NAA10/PDCD5/PRDX4/PRMT1/QKI/RCN1/RFLNB/SELENOF/SNU13/SRM/TNFAIP2/VMA21/WASF2,14/34
MIDN_vs_HSP90B1,1.17264257695717e-06,CEBPB/EBI3/IKZF1/IL4I1/IRF1/IRF2BP2/JAK1/LAT2/NCKAP1L/NECTIN2/RBM23,""
XPR1_vs_HSP90B1,6.46893910434461e-29,ADGRE5/ANKRD11/ATP13A3/ATP6AP2/ATP6V1G1/BCL9L/CARD19/CD164/CD276/CD55/CDK13/CEBPB/CLIC4/COL6A1/CRTAP/CTSZ/CYSTM1/EBI3/EMC10/ENG/FKBP3/GNAI3/GSTP1/GTF3A/HDAC9/IRF1/IRF2BP2/JAK1/KCNQ4/LASP1/LAT2/LRPAP1/M6PR/MFSD10/MYH9/NCSTN/NDUFB6/NECTIN2/NEK6/NEU1/PDLIM5/PEBP1/PLEKHB2/PRDX4/PTP4A2/QKI/RAB10/RCN1/RFLNB/RGS10/SELENOF/SLC2A6/SLC3A2/SUCLG1/TMEM165/TMEM256/TNFAIP2/TRIP10/USF2/VAPA/WASF2/ZFAND5,2/4/9/12/14/24/39
TYK2_vs_HSP90B1,5.23992472557979e-16,AP1B1/ATP13A3/ATP6AP2/ATP6V1F/CD164/CD44/CD55/CHMP5/CPQ/CYSTM1/EIF2AK2/GNAI3/IFI44/IFIT2/ISG20/M6PR/MAP1LC3B/MFSD10/OAS3/OASL/PARP9/PECAM1/PHACTR4/PLEKHB2/PLSCR1/PML/PTP4A2/SLC2A6/SNX2/SP110/TMEM165/TRIM25/TRIM38/UBE2L6/USP18/VOPP1/VPS26A,2/31
CYLD_vs_HSP90B1,1.96475380432414e-11,ABRACL/ADGRE5/ATP6V1F/CTSZ/GNAI3/LASP1/MFSD10/PLEKHB2/SLC2A6/SNX2/TRIP10,""
ADO_vs_HSP90B1,2.63632475547583e-07,EIF5A/PDCD5/PHB/SRM/TIMM13/VMA21,34
PGM3_vs_HSP90B1,7.96716981519177e-13,"",""
MAPK1_vs_HSP90B1,2.49177931580178e-27,AKR1A1/BCL9L/BIRC2/DECR1/EMP3/FNDC3B/GLUL/GNAI2/HEXB/HSPA5/IDO1/IER2/IFI27L2/IGF2R/LPL/MORF4L2/MSRA/NME4/NUDT14/PEA15/PHACTR4/PTTG1/RPS6KA3/SLC16A3/STK17A/STK26/TALDO1/TFRC/TMBIM4/TNFSF10/TPI1/ZC3H12A,4/7/10/11/27/31/32
TLR2_vs_HSP90B1,1.4539705436039e-28,ABL2/APBB1IP/CNN2/ERBIN/ICAM1/ITGB5/LAP3/MS4A7/NORAD/OGFRL1/PDLIM7/PPP1CB/PRKAR2A/PTPN12/TPRA1/ZYX,13
STK11_vs_HSP90B1,4.63205684148722e-26,"",""
SEPHS2_vs_HSP90B1,0.0236129034918796,"",""
STAT2_vs_HSP90B1,3.63214540285745e-18,CHMP5/DDX58/DTX3L/EIF2AK2/HELZ2/IFI35/IFI44/IFIT1/IFIT2/ISG20/MX2/OAS3/OASL/PARP9/PHACTR4/PLSCR1/PML/SAMD9/SP110/TRIM25/TRIM38/UBE2L6/USP18,31
MAP3K7_vs_HSP90B1,1.83864649323965e-15,CENPF/HNRNPH1/LPGAT1/PLXNB2/PTTG1,32
RAB5C_vs_HSP90B1,2.21849323725364e-19,ADGRE5/ANP32A/ANXA2/ARL8B/ASAH1/ATP6AP2/ATP6V1E1/ATP6V1F/BIRC2/BRI3/CD164/CD44/CPEB4/CPQ/CTSZ/CYSTM1/DAXX/DDAH2/DPP7/DYNC1H1/EMP3/GLO1/GNAI3/GSK3B/HSPA5/ID3/M6PR/MAP1LC3B/MFSD1/MFSD10/MORF4L2/MTRNR2L12/NCSTN/NEU1/NRG1/PEA15/PLEKHB2/PSAP/PTP4A2/RAB10/RAB5C/RAB7A/RAP1B/RIPK2/RPS6KA3/SH3KBP1/SLC2A6/SLC3A2/SNX2/STK17A/STK26/TFRC/TMBIM4/TMEM165/TNFSF10/TSLP/VPS26A/ZNF622,""
ALG2_vs_HSP90B1,4.6596307907338e-05,CKLF/IL1A/MANF/METRNL/OSGIN2/TNFAIP6/TYMP,15
MYD88_vs_IRAK4,2.08355827333155e-10,APBB1IP/ARHGAP10/ATF4/CD99/CFLAR/CNN2/CYTH2/EDF1/GRB2/HDAC9/JUNB/MAML2/MEIS2/MRC2/NORAD/PDLIM5/POU2F2/PPP1CB/PRKAR2A/RASGEF1B/RCN1/SATB1/TIPRL/TNS3/TPRA1/TXNIP,3/13/14/18
IKBKG_vs_IRAK4,1.33147148609474e-05,AFF4/ANKRD11/AP3B1/AREG/CCNI/CFLAR/DGUOK/ERP29/FBXW11/FBXW5/FERMT3/FLNA/GDF15/HDAC9/IL1A/KCNQ4/MARCH6/MYL9/NME4/NUDT14/OSGIN2/PDLIM5/PGD/PRDX4/PRR13/PRRC2A/RALBP1/RCN1/RNPS1/SF3B4/SLC16A3/SLC43A3/SMS/TYMP/ZC3H12A/ZNF451,11/14/15/21/28
TAB1_vs_IRAK4,0.0724416418902925,"",""
IFNAR1_vs_IRAK4,5.17360760823865e-09,ASS1/ATG12/C5AR1/CD47/CDC37/CNPY3/FYB1/GBP1/GBP2/GBP3/HELZ2/HMGB3/IFI35/IFNAR1/LGALS9/MAP3K8/MRPL15/MX2/NMI/OAS2/PHACTR4/PLD4/PML/PNPT1/PRDX1/PTGER4/PTPN1/PTPRC/RAB1A/RBCK1/RNASET2/RNF213/SP100/ST13/STAT1/STMP1/TAP1/TNIP1/TREM2/TRIM25/TRIM38/USP18,6/31
TXNDC17_vs_IRAK4,0.538363102421661,"",""
FLI1_vs_IRAK4,0.136100749705625,"",""
MAPK14_vs_IRAK4,0.164415790707836,"",""
KIDINS220_vs_IRAK4,0.208767876208375,AKR1A1/APBB1IP/ATRX/CD99/CNN2/FMNL3/HERC1/HEXA/IER2/LAP3/MRC2/NME4/NORAD/OGFRL1/PGD/PRKAR2A/RALA/SLC16A3/SLC43A3/TNS3/TPRA1/TSPO/USP9X/YWHAG/ZC3H12A,10/11/13
MAP2K1_vs_IRAK4,2.07476902950486e-10,ARHGAP10/CDC42SE1/CYTH2/EIF5/GRB2/IQGAP1/NUCB1/PSD3/RASGEF1B/TIPRL,18
YEATS4_vs_IRAK4,0.11985659426753,"",""
ATXN7L3_vs_IRAK4,3.50274204459595e-10,ABCF1/AL035446-1/AP3B1/ASS1/BCL3/BTG3/C5AR1/CD276/CD47/CDC37/CDC42SE1/CDK6/CNPY3/CYTH2/DENND4A/EIF1B/EIF4G3/EVL/FAM89B/FBXW5/FERMT3/FLNA/FYB1/GBP2/GBP3/GRB2/H2AFJ/HMGB3/HNRNPC/HSPH1/ICOSLG/IFNAR1/IKZF1/IL4I1/IQGAP1/IRF1/IRF2BP2/LAT2/LGALS9/MAP3K8/MRPL15/MYL9/NCKAP1L/NDFIP1/NECTIN2/NMI/PLD4/PLEK/POLE4/POLR1D/PPIC/PRDX1/PSD3/PTGER4/PTPN1/PUM1/RAB1A/RASGEF1B/RBM23/RBMS1/RELB/RNASET2/SMARCA5/SNRPN/ST13/STMP1/SWAP70/THAP2/TIMMDC1/TIPRL/TNIP1/TRIP10/VKORC1/WDR26/ZBTB7A,1/4/6/9/12/18/21
AHR_vs_IRAK4,1.50608903567077e-14,ABCF1/ALAS1/ARGLU1/ARID4B/ATF4/CD276/CTDNEP1/DRAP1/EDF1/EIF4EBP1/EIF4G3/ETV3/FOSL2/GPNMB/GTF2B/GTF2I/HES4/HIVEP3/HNRNPC/HSPH1/ICOSLG/IDO1/IKZF1/IL4I1/IRF1/IRF2BP2/JUNB/LAT2/MAFB/MAFG/MAML2/MEF2A/MEIS2/MRPL18/MRPS15/NCKAP1L/NCOA7/NECTIN2/NFKB2/NME4/OSBPL8/PCBP1/PNP/POU2F2/PPARD/PSMC5/PTBP3/RASSF5/RBM23/RELB/RIF1/RLF/SATB1/SERTAD2/SLC16A3/SLC43A3/STAT3/TXNIP/ZBTB10/ZC3H12A,3/11/12/27
PRDM1_vs_IRAK4,0.577051147798624,DHFR/IDH2/PCLAF/YWHAH,""
TNFAIP3_vs_IRAK4,5.76143261372414e-15,AC245297-3/AL035446-1/ASS1/C5AR1/CD47/CFLAR/CLIC4/CNPY3/CRTAP/ELOA/ENG/FYB1/GBP3/H2AFJ/HMGB3/KCNQ4/PDLIM5/PLD4/PTPN1/RAB1A/RBMS1/RCN1/RFLNB/SMARCA5/SNRPN/TIMMDC1/WDR26,1/6/14
JUNB_vs_IRAK4,5.93537508125527e-08,ARHGAP10/ARHGAP26/CDC42SE1/CYTH2/DENND4A/EIF5/GDI2/GMFG/GRB2/PSD3/RASGEF1B/TIPRL,18
TIRAP_vs_IRAK4,9.33176496200857e-19,AKR1A1/ARID4B/ATF4/DRAP1/EDF1/ETV3/FOSL2/GTF2B/HES4/HIVEP3/IDO1/IRF8/JUNB/KLF5/LMO2/MAFB/MAFG/MAML2/MEF2A/MEIS2/NCOA7/NFKBIZ/NME4/NR3C1/PGD/POU2F2/PPARD/PTBP3/RLF/RUNX3/SATB1/SERTAD2/SFPQ/SLC16A3/SLC43A3/STAT3/STAT5A/SYF2/TXNIP/ZBTB10/ZC3H12A,3/11
TRIB1_vs_IRAK4,4.44071374015418e-09,ADAM10/AKIRIN1/ANKRD11/APBB1IP/ASS1/C5AR1/CCNI/CD47/CNPY3/CYTH2/FYB1/GBP3/GDF15/GRB2/IFNAR1/IL1A/KCNQ4/LYRM4/MRC2/NME4/NORAD/OSGIN2/PDLIM5/PLD4/PRKAR2A/PSD3/PTPN1/RAB1A/RCN1/SELENOF/SLC16A3/SLC43A3/SMARCA5/TGFB1/TIPRL/TNS3/TPRA1/TYMP/ZC3H12A,6/11/13/14/15/18/20
PICALM_vs_IRAK4,0.0223602242187888,ADAM10/AKIRIN1/LYRM4/SPN/TGFB1,20
EHMT2_vs_IRAK4,2.10856618925396e-09,AP1B1/CCT8/CHMP4B/GNS/LAMP1/SLC2A6/TCIRG1/TMEM165/TMEM256,2/39
STAT1_vs_IRAK4,2.64399178250654e-09,CHMP5/EPSTI1/FBXO32/HELZ2/IFI35/ISG20/MX2/NR4A1/OAS2/PARP14/PHACTR4/PML/RBCK1/SNW1/SP100/STAT1/TRIM25/UBE2L6/USP18,22/31
RELA_vs_IRAK4,7.14747879369767e-17,ABCF1/AIF1/APBB1IP/ARGLU1/ARID1B/ATF4/CCAR1/CD276/CD99/CNN2/CPEB4/CREBRF/DAXX/DDAH2/DOT1L/DRAP1/EDF1/FAM89B/FOSL2/GLO1/GPNMB/GTF2B/GTF2I/HES4/HNRNPC/ICOSLG/IKZF1/IL4I1/IRF1/JUNB/KLF5/LAP3/LAT2/LMO2/MAML2/MED13L/MED28/MEF2A/MEIS2/MRC2/NCK2/NCOA7/NECTIN2/NORAD/NR3C1/OGFRL1/PBX3/PCBP1/PNP/POU2F2/PRKAR2A/PTBP3/PTPN12/RAP2C/RELB/RLF/RUNX3/SATB1/SERTAD2/SFPQ/STAT3/STK17A/TFRC/TNFSF10/TNS3/TPRA1/TRAF1/TXNIP/UXT/YWHAG/ZBTB10/ZBTB43/ZBTB7A,3/4/7/12/13
TLR1_vs_IRAK4,1.16879875585314e-06,ARHGAP10/CYTH2/DENND4A/GRB2/PSD3/RASGEF1B/TIPRL,18
CEBPG_vs_IRAK4,0.553637214314168,"",""
IRAK1_vs_IRAK4,4.77630220679457e-08,APBB1IP/ARHGAP10/CCNI/CD99/CNN2/CPEB4/CYTH2/DDAH2/GRB2/IL1A/MRC2/NME4/NORAD/OGFRL1/OSGIN2/PDLIM5/PRKAR2A/PSD3/RASGEF1B/RCN1/SLC43A3/STK17A/TFRC/TIPRL/TNFSF10/TNS3/TPRA1/ZC3H12A,7/11/13/14/15/18
MAP2K2_vs_IRAK4,1.17456349120593e-12,AFF4/ANKH/ANKRD11/AREG/CCNI/CFLAR/CKLF/CLIC4/CRTAP/EMC10/ENG/GDF15/IL1A/KCNQ4/OSGIN2/PDLIM5/PRDX4/QKI/RCN1/SELENOF/TYMP/WASF2,14/15
DNTTIP1_vs_IRAK4,0.0522995212368522,IDH2/KPNB1/PCLAF/YWHAH,33
HSP90B1_vs_IRAK4,3.76907632607595e-14,ADAM10/AFF4/AIF1/AKR1A1/ANKRD11/APBB1IP/AREG/ASS1/ATG12/CCNI/CD47/CD99/CFLAR/CLIC4/CNN2/CNPY3/CRTAP/DERL1/DYNLT1/ENG/FXR1/FYB1/GBP2/GBP3/GDF15/GOLGB1/HDAC9/HEXA/HMGB3/IDO1/IFNAR1/IL1A/KCNQ4/LAP3/MARK3/MRC2/MSRA/NME4/NORAD/OGFRL1/OSGIN2/OTULIN/PDLIM5/PGD/PLD4/PRDX1/PRDX4/PRKAR2A/PTGER4/PTPN12/PTPRC/PUM1/RAB1A/RCN1/RNASET2/SELENOF/SIL1/SLC16A3/SLC43A3/SLC5A3/SMS/STMP1/TGFB1/TNS3/TPRA1/TYMP/YWHAG/ZC3H12A/ZYX,5/6/11/13/14/15/20
TRAF6_vs_IRAK4,3.11702714114764e-16,AIF1/ANKRD11/APBB1IP/ATF4/CD99/CFLAR/CLIC4/CNN2/CRTAP/DERL1/DRAP1/EDF1/ENG/FAM89B/FOSL2/GTF2B/HDAC9/HES4/IRF8/ITGB5/JUNB/KCNQ4/KLF5/LAP3/MAML2/MARK3/MEF2A/MEIS2/MRC2/MYH9/NCK2/NCOA7/NORAD/OGFRL1/PBX3/PCBP1/PDLIM5/POU2F2/PPP1CB/PRDX4/PRKAR2A/PTBP3/PTPN12/QKI/RCN1/RUNX1/RUNX3/SATB1/SELENOF/SERTAD2/STAT3/TNS3/TPRA1/TXNIP/YWHAG/ZYX,3/4/5/13/14
IKBKB_vs_IRAK4,7.95435563942056e-11,ANKRD11/ARGLU1/ARL6IP1/ATF4/BAZ1B/BUB3/CBX5/CCPG1/CENPF/CFLAR/CKS1B/CLIC4/CRTAP/DOCK8/DRAP1/EDF1/EGFL7/ENG/ETV3/FAM89B/FKBP5/FOSL2/GTF2B/HDAC9/HES4/HIVEP3/HMGB2/HNRNPH1/IRF8/JUNB/KCNQ4/KLF5/KLF6/KPNA2/LMO2/MAFB/MAML2/MED13L/MEIS2/MIER1/NCK2/NFKB2/PBX3/PCBP1/PDLIM5/POU2F2/PPP2CB/PTBP3/PTEN/PTTG1/RCN1/RFLNB/RUNX3/SATB1/SSBP3/TAOK3/TOP2A/TXNIP/UBE2S/ZBTB10,3/4/14/32
RNF31_vs_IRAK4,1.1544450487954e-09,ANKH/ANKRD11/CFLAR/CLIC4/COL6A1/CRTAP/ENG/HDAC9/KCNQ4/KRT10/PABPN1/PDLIM5/QKI/RAB14/RCN1/RTF2/SELENOF/SLC39A1/ZFAND5,14/35
MEF2C_vs_IRAK4,1.70641917327077e-20,ASS1/ATF4/ATRX/B4GALT5/BCL3/C5AR1/CCND3/CCPG1/CD47/CNPY3/CPEB4/DAXX/DDAH2/DRAP1/EDF1/ETV3/FAM89B/FMNL3/FOSL2/FXR1/FYB1/GBP3/GNS/GTF2B/GTF2I/HERC1/HES4/HOOK3/IER2/IFNAR1/ITGA6/JUNB/KLF5/KLF6/LGALS9/LMO2/MAFG/MAML2/MAP3K8/MEIS2/MRPL15/MZT2B/NCK2/NDUFB6/NMI/NR3C1/PLD4/PLEKHB2/POU2F2/PPP2CB/PRDX1/PTBP3/PTPN1/PUM1/RAB1A/RALA/RICTOR/RLF/RNASET2/RPS27L/SATB1/SDC4/SELENOW/SMARCA5/STMP1/TENT5A/TFRC/TMEM165/TMEM256/TNFRSF1B/TNFSF10/TNIP1/TRIP10/TSPO/TXNIP/UGCG/USP9X/XRN2/YME1L1/ZBTB10,2/3/4/6/7/9/10/19/39
SBDS_vs_IRAK4,0.583738442621512,"",""
